tweet,emotion,product_filled,cleaned_tweets,text_length
hey #sxsw #sxswi folks. if you want to learn about security come over to #bsidesaustin {link},neutral,nan,hey sxsw sxswi folks want learn security come bsidesaustin link,10
attending #sxswi? work in iphone / ipad game development? looking to hire an austin-based ios developer? i'm your man. let's talk. #sxsw,neutral,iphone,attending sxswi work iphone ipad game development looking hire austinbased ios developer im man lets talk sxsw,17
this is a #winning picture #android #google #sxsw {link},positive,android,winning picture android google sxsw link,6
gsd&amp;m + google 7-10. rt @mention what's the best party to hit tonight? #sxsw @mention @mention,neutral,google,gsdampm google 710 rt whats best party hit tonight sxsw,10
gsd&amp;m + google industry party #sxsw @mention great to meet you {link},neutral,google,gsdampm google industry party sxsw great meet link,8
"you spent $1,000+ to come to sxsw. you've already used ipad 1. the wait is a couple city blocks. why? #ipad2 #sxsw {link}",negative,ipad,spent 1000 come sxsw youve already used ipad 1 wait couple city blocks ipad2 sxsw link,16
#sxsw day 1 - marissa mayer: google will connect the digital &amp; physical worlds through mobile {link},neutral,google,sxsw day 1 marissa mayer google connect digital amp physical worlds mobile link,13
behind on 100s of emails? give them all 1 line iphone composed replies. #sxsw #protip,positive,iphone,behind 100s emails give 1 line iphone composed replies sxsw protip,11
it's like 10pm at night and there is a line around the block at the popup apple stores selling ipad2s. #sxsw,positive,ipad,like 10pm night line around block popup apple stores selling ipad2s sxsw,12
.@mention 1154 free songs from #sxsw (this year alone!) {link},neutral,nan,1154 free songs sxsw year alone link,7
more than 150 million mobile users for google maps for mobile #sxsw,neutral,google,150 million mobile users google maps mobile sxsw,8
currently 150 people in line at the &quot;pop up apple store&quot; #sxsw,neutral,apple,currently 150 people line quotpop apple storequot sxsw,8
"only ipad 2 available at #sxsw is the 64gb wifi-only model at $699, plus the optional (not!) leather smart cover at $69",neutral,ipad,ipad 2 available sxsw 64gb wifionly model 699 plus optional leather smart cover 69,14
÷¼ we love 2 entertain youû_please donûªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,neutral,nan,¼ love 2 entertain youû_please donûªt grateful _ link ã_ edchat musedchat sxsw sxswi classical newtwitter,16
less than 2 hours until we announce the details on the ipad 2 giveaway! #sxsw #sxswi,neutral,ipad,less 2 hours announce details ipad 2 giveaway sxsw sxswi,10
"i'm up to 2 ipad 2s seen in the wild. both people say it is fast, but the still pics are terrible. #sxsw",negative,ipad,im 2 ipad 2s seen wild people say fast still pics terrible sxsw,13
(the ipad 2 queue at #sxsw of course,neutral,ipad,ipad 2 queue sxsw course,5
the #ipad 2 takes over #sxsw [video] /by @mention {link},positive,ipad,ipad 2 takes sxsw video link,6
many ipad 2's snapping away at the keynote slides! #sxsw,positive,ipad,many ipad 2s snapping away keynote slides sxsw,8
apple has 200m users' credit cards sync'd with itunes for one click purchase. . #winning #sxsw,neutral,apple,apple 200m users credit cards syncd itunes one click purchase winning sxsw,12
having my 2nd cocktail &quot;texas snowflake&quot; ( @mention google it!!) at the #cnngrill #sxsw,neutral,google,2nd cocktail quottexas snowflakequot google cnngrill sxsw,7
new post: 3 iphone apps we'll be using at south by southwest interactive {link} #sxsw #sxswi,positive,ipad or iphone app,new post 3 iphone apps well using south southwest interactive link sxsw sxswi,13
new post: 3 iphone apps we'll be using at south by southwest interactive #sxsw #sxswi {link},neutral,iphone,new post 3 iphone apps well using south southwest interactive sxsw sxswi link,13
sweet new 3-d google maps demo going on in ballroom d #sxsw,positive,other google product or service,sweet new 3d google maps demo going ballroom sxsw,9
more than 35 million miles per day are driving with google maps navigation! #sxsw,positive,other google product or service,35 million miles per day driving google maps navigation sxsw,10
rt ' it's 4 p.m. and the #ipad2 line at the apple store is longer and wider ûò about 250 people! only one more hour. ' #sxsw,neutral,apple,rt 4 pm ipad2 line apple store longer wider ûò 250 people one hour sxsw,15
"u = smart 4 packing an extra :) rt @mention on my way to sunny austin for #sxsw! extra iphone in stow, just in case. @mention @mention",neutral,iphone,u smart 4 packing extra rt way sunny austin sxsw extra iphone stow case,14
"wonder if 4sqwill attempt to block gowalla cross-checkins, the way facebook blocked google's contacts connections. #sxsw #lbswars",neutral,google,wonder 4sqwill attempt block gowalla crosscheckins way facebook blocked googles contacts connections sxsw lbswars,14
#sxsw day 5 at the #apple store and there's still a line...and growing {link},positive,apple,sxsw day 5 apple store theres still lineand growing link,10
check out 5 steps to bulletproof ux strategy at sxsw {link} #sxsw #rhjr_ux5 {link},neutral,nan,check 5 steps bulletproof ux strategy sxsw link sxsw rhjr_ux5 link,11
"wandering 6th street with the girls. stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",neutral,apple,wandering 6th street girls stopped ceviche mojitos apple juice amp ice cream sxsw,13
"if you're a band at #sxsw and want to share a track with your audience from stage, use frostwire for android if there's wi-fi available",positive,android app,youre band sxsw want share track audience stage use frostwire android theres wifi available,14
we've got a busy week ahead: our new book on #google apps will be available on amazon &amp; we're attending #sxsw,neutral,google,weve got busy week ahead new book google apps available amazon amp attending sxsw,14
"i believe a few went to aussies at #sxsw rt @mention ipad 2 sold out, 70% went to new buyers [report] - {link}",neutral,ipad,believe went aussies sxsw rt ipad 2 sold 70 went new buyers report link,14
ûï@mention a google spreadsheet of over 270 parties at #sxsw this year o_o {link} @mention plan on going to #sxsw party on,neutral,google,ûï google spreadsheet 270 parties sxsw year o_o link plan going sxsw party,13
"there was a guy in line for apple's pop-up store on sixth street in austin. &quot;i'm that guy,&quot; he told me. #sxsw",neutral,apple,guy line apples popup store sixth street austin quotim guyquot told sxsw,12
if u have a iphone you don't need a car'-use zimride etc to share rides #sxsw #shareable,positive,ipad or iphone app,u iphone dont need caruse zimride etc share rides sxsw shareable,11
"i've seen a lot of tablets here, every single one of them is an ipad. #sxsw",neutral,ipad,ive seen lot tablets every single one ipad sxsw,9
receiving a lot of @mention messages telling me i'm sexy in response to my post looking to meet fellow christian iphone devs at #sxsw,neutral,iphone,receiving lot messages telling im sexy response post looking meet fellow christian iphone devs sxsw,15
picked up a mophie battery case 4 my iphone in prep for #sxsw. not lugging around a laptop &amp; only using my phone was a huge win last year.,positive,iphone,picked mophie battery case 4 iphone prep sxsw lugging around laptop amp using phone huge win last year,18
"now thats a news :p rt@mention google to launch major new social network called circles, possibly today {link} #sxsw",neutral,google,thats news p rt google launch major new social network called circles possibly today link sxsw,16
"just took a piss at the trade show, ipad in one hand, iphone in the other. pissing. i am kiiiiiilling it right now. #sxsw",neutral,iphone,took piss trade show ipad one hand iphone pissing kiiiiiilling right sxsw,12
"not to be a rumor monger, but this was a good read å_ #google #circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",positive,other google product or service,rumor monger good read å_ google circles preview sxsw link via socbiz fb,13
hobo with a shotgun iphone game {link} #sxsw,neutral,iphone,hobo shotgun iphone game link sxsw,6
hobo with a shotgun video game coming to ipad/iphone users?! yes please! {link} #sxsw,positive,ipad or iphone app,hobo shotgun video game coming ipadiphone users yes please link sxsw,11
build out a store in less than 24 hours and have one of the biggest launches in this company's history? we got this. #apple #sxsw #ipad2,positive,apple,build store less 24 hours one biggest launches companys history got apple sxsw ipad2,14
just took a survey on iphone while in starbucks line. got a free starbucks gift card. instant research. instant gratification. #sxsw #gsdm,neutral,iphone,took survey iphone starbucks line got free starbucks gift card instant research instant gratification sxsw gsdm,16
apple has a temporary retail store in austin for the ipad 2 release today. opens at 5pm. #sxsw #sxswi #ipad2,neutral,ipad,apple temporary retail store austin ipad 2 release today opens 5pm sxsw sxswi ipad2,14
just read about #groupme at #sxsw...sounds like an incredible app. is it available for android phones yet?,positive,ipad or iphone app,read groupme sxswsounds like incredible app available android phones yet,10
wondering about circles? &gt; google to reveal a new social network at #sxsw {link},neutral,google,wondering circles gt google reveal new social network sxsw link,10
"google is about search, but local' marissa mayer #sxsw",neutral,google,google search local marissa mayer sxsw,6
wondering about street closures during sxsw? we made a google map to show you: {link} #sxsw #austin,neutral,google,wondering street closures sxsw made google map show link sxsw austin,11
is google about to have another go at social with &quot;google circles&quot;? #sxsw #google,neutral,google,google another go social quotgoogle circlesquot sxsw google,8
questions about what's inside the ipad 2? fire them my way. #sxsw,neutral,ipad,questions whats inside ipad 2 fire way sxsw,8
paraormal activity: sanctuary iphone game. sketching your ar experience. interactivity through &quot;magic lense&quot; #eduar #sxsw,neutral,iphone,paraormal activity sanctuary iphone game sketching ar experience interactivity quotmagic lensequot eduar sxsw,13
apple iie ad in the '85 si swimsuit issue at a garage sale #sxsw {link},neutral,apple,apple iie ad 85 si swimsuit issue garage sale sxsw link,11
flipboard adds instagram photos and social search [apps] {link} #apple #socialsearch #sxsw,neutral,apple,flipboard adds instagram photos social search apps link apple socialsearch sxsw,11
spent the aftrnoon on a frozen lake photographing my brother scott &amp; the @mention team. catch them at #sxsw ths weeknd. {link},neutral,nan,spent aftrnoon frozen lake photographing brother scott amp team catch sxsw ths weeknd link,14
"if iphone alarms botch the timechange, how many #sxsw'ers freak? late to flights, missed panels, behind on bloody marys...",negative,iphone,iphone alarms botch timechange many sxswers freak late flights missed panels behind bloody marys,14
